genome	substrates
TARA_SAMEA2622715_METAG_GNHJCJJA	host glycan, polyphenol, cellooligosaccharide, arabinan, lignin, peptidoglycan, xyloglucan, chitin, cellulose, trehalose, beta-glucan, chitooligosaccharide, exo-polysaccharide, glucooligosaccharide, xylan
TARA_SAMEA2622716_METAG_HLCJJFFL	glycolipid, peptidoglycan, glucosylglycerate, glycogen, beta-glucan, chitosan, trehalose, arabinan, lignin, arabinogalactan protein, beta-glycan, chitooligosaccharide, exo-polysaccharide, pectin, alpha-glucan, xylan, cellulose, xyloglucan, starch, glucooligosaccharide, beta-mannan, polyphenol, cellooligosaccharide, chitin, alpha-galactan, sucrose, host glycan
TARA_SAMEA2622716_METAG_KANLKIKK	glycolipid, glucosylglycerate, peptidoglycan, alkaloid, glycogen, beta-glucan, uric acid, chitosan, trehalose, beta-galactan, arabinan, lignin, arabinogalactan protein, beta-glycan, alpha-mannan, pectin, exo-polysaccharide, alpha-glucan, xylan, cellulose, xyloglucan, starch, cephalosporin C, human milk polysaccharide, raffinose, beta-glucuronan, beta-mannan, polyphenol, chitin, alpha-galactan, sucrose, beta-fucosides, host glycan
TARA_SAMEA2622710_METAG_KDDNGGHC	host glycan, polyphenol, arabinan, lignin, peptidoglycan, xyloglucan, chitin, cellulose, trehalose, ulvan, beta-glucan, pectin, exo-polysaccharide, xylan
TARA_SAMEA2622716_METAG_JIINHBHC	peptidoglycan, glucosylglycerate, glycogen, beta-glucan, chitosan, trehalose, beta-galactan, arabinan, lignin, alpha-mannan, pectin, exo-polysaccharide, chitooligosaccharide, alpha-glucan, xylan, cellulose, xyloglucan, starch, beta-glucuronan, beta-mannan, glucooligosaccharide, polyphenol, cellooligosaccharide, chitin, sucrose, host glycan
TARA_SAMEA2622716_METAG_DKBOMNBN	glucosylglycerate, peptidoglycan, glycogen, beta-glucan, chitosan, trehalose, arabinan, lignin, arabinogalactan protein, pectin, exo-polysaccharide, alpha-glucan, xylan, alginate, cellulose, sialic acid, xyloglucan, starch, human milk polysaccharide, cephalosporin C, beta-glucuronan, polyphenol, chitin, agarose, sucrose, beta-fucosides, host glycan
TARA_SAMEA2622716_METAG_DAEBHPLF	peptidoglycan, beta-glucan, chitosan, trehalose, beta-galactan, arabinan, arabinogalactan protein, alpha-mannan, pectin, exo-polysaccharide, chitooligosaccharide, alpha-glucan, xylan, sialic acid, cellulose, xyloglucan, human milk polysaccharide, beta-glucuronan, glucooligosaccharide, beta-mannan, polyphenol, cellooligosaccharide, chitin, agarose, carrageenan, porphyran, host glycan
TARA_SAMEA2622716_METAG_BJFCCOBP	peptidoglycan, beta-glucan, chitosan, trehalose, beta-galactan, arabinan, arabinogalactan protein, alpha-mannan, pectin, exo-polysaccharide, chitooligosaccharide, xylan, sialic acid, cellulose, xyloglucan, human milk polysaccharide, beta-glucuronan, glucooligosaccharide, beta-mannan, polyphenol, cellooligosaccharide, chitin, agarose, carrageenan, porphyran, host glycan
TARA_SAMEA2622716_METAG_GOJJIFPD	fructan, polyphenol, xylan, lignin, cellulose, chitin, trehalose, ulvan, pectin, exo-polysaccharide, host glycan
TARA_SAMEA2622710_METAG_DBGJLHNK	xylan, polyphenol, lignin, arabinan, peptidoglycan, xyloglucan, chitin, cellulose, beta-glucan, exo-polysaccharide, host glycan
TARA_SAMEA2622710_METAG_NDJFNJPE	glycolipid, glucosylglycerate, peptidoglycan, alkaloid, glycogen, beta-glucan, uric acid, chitosan, trehalose, beta-galactan, arabinan, lignin, arabinogalactan protein, beta-glycan, alpha-mannan, pectin, chitooligosaccharide, exo-polysaccharide, alpha-glucan, alpha-rhamnoside, xylan, cellulose, xyloglucan, starch, human milk polysaccharide, raffinose, beta-glucuronan, glucooligosaccharide, beta-mannan, polyphenol, cellooligosaccharide, chitin, alpha-galactan, sucrose, beta-fucosides, host glycan
TARA_SAMEA2622715_METAG_HCAJFCNH	glycolipid, glucosylglycerate, peptidoglycan, alkaloid, glycogen, beta-glucan, uric acid, chitosan, trehalose, beta-galactan, arabinan, lignin, arabinogalactan protein, beta-glycan, alpha-mannan, pectin, chitooligosaccharide, exo-polysaccharide, alpha-glucan, alpha-rhamnoside, xylan, cellulose, xyloglucan, starch, human milk polysaccharide, beta-glucuronan, glucooligosaccharide, beta-mannan, polyphenol, cellooligosaccharide, chitin, sucrose, beta-fucosides, host glycan
TARA_SAMEA2622715_METAG_FPILCFNN	glucosylglycerate, peptidoglycan, glycogen, beta-glucan, chitosan, trehalose, beta-galactan, arabinan, lignin, alpha-mannan, pectin, exo-polysaccharide, chitooligosaccharide, alpha-glucan, xylan, cellulose, starch, beta-glucuronan, beta-mannan, glucooligosaccharide, polyphenol, cellooligosaccharide, chitin, sucrose, host glycan
TARA_SAMEA2622710_METAG_EDMHDGDJ	beta-glucan, trehalose, beta-galactan, arabinan, lignin, arabinogalactan protein, pectin, exo-polysaccharide, chitooligosaccharide, xylan, sialic acid, cellulose, xyloglucan, human milk polysaccharide, glucooligosaccharide, beta-mannan, fructan, polyphenol, cellooligosaccharide, chitin, agarose, carrageenan, ulvan, porphyran, host glycan
TARA_SAMEA2622716_METAG_HLKCEHMD	peptidoglycan, glucosylglycerate, alkaloid, glycogen, beta-glucan, uric acid, trehalose, beta-galactan, arabinan, lignin, arabinogalactan protein, chitooligosaccharide, exo-polysaccharide, alpha-glucan, xylan, cellulose, xyloglucan, starch, human milk polysaccharide, beta-glucuronan, glucooligosaccharide, beta-mannan, polyphenol, cellooligosaccharide, chitin, agarose, carrageenan, porphyran, sucrose, beta-fucosides, host glycan
TARA_SAMEA2622710_METAG_FHOBMPIE	glycolipid, glucosylglycerate, peptidoglycan, alkaloid, glycogen, beta-glucan, uric acid, chitosan, trehalose, beta-galactan, lignin, arabinan, arabinogalactan protein, beta-glycan, alpha-mannan, pectin, exo-polysaccharide, chitooligosaccharide, alpha-glucan, xylan, cellulose, xyloglucan, starch, human milk polysaccharide, beta-glucuronan, beta-mannan, glucooligosaccharide, polyphenol, cellooligosaccharide, chitin, alpha-galactan, sucrose, beta-fucosides, host glycan
TARA_SAMEA2622710_METAG_DGMLDIHH	glycolipid, peptidoglycan, glucosylglycerate, glycogen, beta-glucan, chitosan, trehalose, arabinan, lignin, arabinogalactan protein, beta-glycan, chitooligosaccharide, exo-polysaccharide, pectin, alpha-glucan, xylan, cellulose, xyloglucan, starch, glucooligosaccharide, beta-mannan, polyphenol, cellooligosaccharide, chitin, alpha-galactan, sucrose, host glycan
TARA_SAMEA2622837_METAG_FJHMIHLF	chitin, xylan, peptidoglycan, exo-polysaccharide, ulvan, chitooligosaccharide, host glycan, beta-glucan, glucooligosaccharide, pectin, lignin, polyphenol, xyloglucan, alpha-mannan, cellooligosaccharide, trehalose, arabinan, cellulose
TARA_SAMEA2622841_METAG_LNHPPNIG	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, arabinan, chitooligosaccharide, alginate, starch, sucrose, cellooligosaccharide, alpha-mannan, glucosylglycerate, chitin, peptidoglycan, host glycan, pectin, exo-polysaccharide, beta-glucan, lignin, glycogen, cellulose
TARA_SAMEA2622837_METAG_AOCBMCKK	chitin, xylan, peptidoglycan, exo-polysaccharide, chitooligosaccharide, host glycan, beta-glucan, glucooligosaccharide, lignin, fructan, polyphenol, xyloglucan, cellooligosaccharide, arabinan
TARA_SAMEA2622837_METAG_GCPDHFOM	chitin, xylan, exo-polysaccharide, peptidoglycan, chitooligosaccharide, trehalose, host glycan, beta-glucan, glucooligosaccharide, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622843_METAG_KNEGIENJ	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, alpha-galactan, arabinan, agarose, chitooligosaccharide, starch, sucrose, alpha-mannan, cellooligosaccharide, glucosylglycerate, chitin, peptidoglycan, host glycan, pectin, fructan, porphyran, sialic acid, exo-polysaccharide, carrageenan, beta-glucan, beta-galactan, lignin, human milk polysaccharide, glycogen, arabinogalactan protein, beta-mannan
TARA_SAMEA2622841_METAG_BJPLAEIC	exo-polysaccharide, xylan, peptidoglycan, chitin, chitooligosaccharide, trehalose, host glycan, beta-glucan, glucooligosaccharide, beta-galactan, lignin, pectin, polyphenol, cellooligosaccharide, cellulose, sialic acid
TARA_SAMEA2622837_METAG_FMHBHGAC	exo-polysaccharide, xylan, peptidoglycan, chitin, ulvan, chitooligosaccharide, host glycan, trehalose, glucooligosaccharide, pectin, lignin, beta-galactan, polyphenol, cephalosporin C, cellooligosaccharide, arabinan, cellulose, sialic acid
TARA_SAMEA2622837_METAG_JFEFLGPD	exo-polysaccharide, chitin, chitooligosaccharide, host glycan, glucooligosaccharide, lignin, cellooligosaccharide
TARA_SAMEA2622837_METAG_FADLFKGB	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, arabinan, chitooligosaccharide, starch, sucrose, alpha-mannan, cellooligosaccharide, glucosylglycerate, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, glycogen, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_MANGALKA	exo-polysaccharide, chitin, chitooligosaccharide, host glycan, glucooligosaccharide, lignin, fructan, cellooligosaccharide, cellulose
TARA_SAMEA2622837_METAG_JKPGOPEF	chitin, xylan, peptidoglycan, exo-polysaccharide, ulvan, chitooligosaccharide, host glycan, beta-glucan, glucooligosaccharide, pectin, lignin, polyphenol, xyloglucan, cellooligosaccharide, trehalose, arabinan, cellulose, sialic acid
TARA_SAMEA2622843_METAG_GEPKFDMN	xylan, trehalose, polyphenol, xyloglucan, arabinan, glycolipid, alpha-mannan, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, human milk polysaccharide, beta-glycan, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622842_METAG_DHEHIIGA	chitin, xylan, peptidoglycan, chitooligosaccharide, trehalose, exo-polysaccharide, host glycan, beta-glucan, glucooligosaccharide, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622837_METAG_HIELLEOM	chitin, xylan, peptidoglycan, chitooligosaccharide, exo-polysaccharide, host glycan, beta-glucan, glucooligosaccharide, pectin, lignin, polyphenol, xyloglucan, cephalosporin C, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622837_METAG_HDJIBDFJ	chitin, xylan, peptidoglycan, chitooligosaccharide, host glycan, beta-glucan, glucooligosaccharide, polyphenol, xyloglucan, cellooligosaccharide, arabinan
TARA_SAMEA2622837_METAG_HLHPBMON	xylan, trehalose, raffinose, polyphenol, arabinan, agarose, starch, sucrose, chitin, peptidoglycan, host glycan, pectin, fructan, cephalosporin C, palatinose, sialic acid, exo-polysaccharide, beta-glucan, beta-galactan, lignin, arabinogalactan protein, cellulose
TARA_SAMEA2622837_METAG_JMIFJPDO	xylan, trehalose, alpha-glucan, raffinose, polyphenol, arabinan, agarose, starch, sucrose, alpha-mannan, glucosylglycerate, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, fructan, cephalosporin C, palatinose, sialic acid, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, human milk polysaccharide, glycogen, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622842_METAG_JCAJGODB	chitin, xylan, peptidoglycan, exo-polysaccharide, host glycan, beta-glucan, pectin, lignin, polyphenol, xyloglucan, alpha-rhamnoside, arabinan
TARA_SAMEA2622837_METAG_DMBFDJMC	exo-polysaccharide, xylan, chitin, trehalose, host glycan, lignin, polyphenol, cephalosporin C
TARA_SAMEA2622837_METAG_LGNHAJJH	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, arabinan, glycolipid, chitooligosaccharide, starch, sucrose, alpha-mannan, cellooligosaccharide, glucosylglycerate, chitin, peptidoglycan, host glycan, pectin, fructan, ulvan, sialic acid, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, glycogen, beta-glycan, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622842_METAG_MHDOINAF	exo-polysaccharide, xylan, peptidoglycan, trehalose, host glycan, polyphenol
TARA_SAMEA2622843_METAG_HAMAJGDK	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, alpha-galactan, arabinan, glycolipid, chitooligosaccharide, starch, sucrose, cellooligosaccharide, glucosylglycerate, chitin, peptidoglycan, host glycan, pectin, exo-polysaccharide, chitosan, beta-glucan, lignin, glycogen, beta-glycan, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_DMCHDHDD	xylan, glucooligosaccharide, raffinose, alkaloid, polyphenol, xyloglucan, arabinan, glycolipid, chitooligosaccharide, starch, sucrose, cellooligosaccharide, alpha-mannan, chitin, host glycan, beta-glucuronan, pectin, fructan, cephalosporin C, palatinose, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, beta-fucosides, human milk polysaccharide, uric acid, beta-glycan, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_CJEHOFFG	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, alpha-galactan, arabinan, agarose, chitooligosaccharide, alginate, starch, sucrose, cellooligosaccharide, alpha-mannan, alpha-rhamnoside, glucosylglycerate, chitin, host glycan, beta-glucuronan, pectin, fructan, porphyran, ulvan, sialic acid, exo-polysaccharide, carrageenan, chitosan, beta-glucan, beta-galactan, lignin, glycogen, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622841_METAG_JCAEBLCG	chitin, xylan, peptidoglycan, chitooligosaccharide, trehalose, exo-polysaccharide, host glycan, beta-glucan, glucooligosaccharide, pectin, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622837_METAG_PAODPMMI	exo-polysaccharide, chitin, peptidoglycan, host glycan, lignin
TARA_SAMEA2622842_METAG_OMAOBCHI	xylan, trehalose, glucooligosaccharide, alpha-glucan, raffinose, polyphenol, arabinan, chitooligosaccharide, starch, sucrose, alpha-mannan, cellooligosaccharide, glucosylglycerate, chitin, host glycan, beta-glucuronan, pectin, palatinose, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, glycogen, beta-mannan
TARA_SAMEA2622837_METAG_FLJJGFFL	exo-polysaccharide, chitin, host glycan, pectin, lignin, cellulose
TARA_SAMEA2622837_METAG_PCMKELBL	exo-polysaccharide, xylan, chitin, chitooligosaccharide, trehalose, host glycan, glucooligosaccharide, lignin, polyphenol, cephalosporin C, cellooligosaccharide
TARA_SAMEA2622837_METAG_HCCFFGLD	chitin, xylan, peptidoglycan, exo-polysaccharide, chitooligosaccharide, trehalose, host glycan, glucooligosaccharide, pectin, lignin, polyphenol, cephalosporin C, cellooligosaccharide, ulvan, cellulose
TARA_SAMEA2622843_METAG_CIKCJHDO	exo-polysaccharide, chitin, peptidoglycan, chitooligosaccharide, host glycan, glucooligosaccharide, lignin, cellooligosaccharide, cellulose
TARA_SAMEA2622837_METAG_OEMBKAEG	xylan, trehalose, glucooligosaccharide, polyphenol, xyloglucan, arabinan, chitooligosaccharide, alpha-mannan, cellooligosaccharide, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_JBJCKAAA	chitin, xylan, peptidoglycan, exo-polysaccharide, ulvan, chitooligosaccharide, host glycan, beta-glucan, glucooligosaccharide, pectin, lignin, polyphenol, xyloglucan, cellooligosaccharide, trehalose, arabinan, cellulose
TARA_SAMEA2622843_METAG_EPHNKGJM	trehalose, xylan, glucooligosaccharide, alpha-glucan, raffinose, polyphenol, arabinan, chitooligosaccharide, starch, sucrose, alpha-mannan, cellooligosaccharide, glucosylglycerate, chitin, host glycan, beta-glucuronan, pectin, palatinose, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, glycogen, beta-mannan
TARA_SAMEA2622842_METAG_GMPLCBLJ	xylan, trehalose, polyphenol, xyloglucan, arabinan, agarose, glycolipid, alpha-mannan, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, porphyran, exo-polysaccharide, carrageenan, chitosan, beta-glucan, beta-galactan, lignin, beta-glycan, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_IKHPFKLM	chitin, xylan, peptidoglycan, chitooligosaccharide, exo-polysaccharide, host glycan, glucooligosaccharide, pectin, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose, sialic acid
TARA_SAMEA2622843_METAG_HAPJAMBJ	xylan, trehalose, alpha-glucan, alkaloid, polyphenol, alpha-galactan, starch, sucrose, glucosylglycerate, chitin, peptidoglycan, host glycan, pectin, sialic acid, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, glycogen, cellulose
TARA_SAMEA2622837_METAG_PPDOBEOP	exo-polysaccharide, chitin, xylan, chitooligosaccharide, trehalose, host glycan, glucooligosaccharide, lignin, polyphenol, cellooligosaccharide
TARA_SAMEA2622837_METAG_LLDONMCH	chitin, xylan, peptidoglycan, exo-polysaccharide, host glycan, beta-galactan, lignin, pectin, fructan, cephalosporin C, ulvan, cellulose
TARA_SAMEA2622843_METAG_JOOHMLLC	xylan, trehalose, glucooligosaccharide, alpha-glucan, raffinose, alkaloid, polyphenol, xyloglucan, alpha-galactan, xanthan, arabinan, agarose, glycolipid, chitooligosaccharide, alginate, starch, sucrose, alpha-mannan, alpha-rhamnoside, cellooligosaccharide, glucosylglycerate, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, fructan, cephalosporin C, palatinose, porphyran, ulvan, sialic acid, exo-polysaccharide, carrageenan, chitosan, beta-glucan, beta-galactan, lignin, beta-fucosides, human milk polysaccharide, uric acid, glycogen, beta-glycan, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_PNJGGMAN	xylan, trehalose, raffinose, polyphenol, arabinan, agarose, starch, sucrose, chitin, peptidoglycan, host glycan, pectin, cephalosporin C, palatinose, ulvan, sialic acid, exo-polysaccharide, beta-glucan, beta-galactan, lignin, cellulose
TARA_SAMEA2622837_METAG_INCIHHJP	chitin, xylan, peptidoglycan, chitosan, trehalose, host glycan, beta-glucuronan, beta-glucan, pectin, beta-galactan, polyphenol, xyloglucan, alpha-mannan, arabinan, sialic acid, beta-mannan
TARA_SAMEA2622843_METAG_OFHGMBOK	chitin, xylan, peptidoglycan, exo-polysaccharide, chitooligosaccharide, trehalose, host glycan, beta-glucan, glucooligosaccharide, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622843_METAG_HDGILNGE	exo-polysaccharide, chitin, peptidoglycan, xylan, trehalose, host glycan, lignin, polyphenol
TARA_SAMEA2622843_METAG_ICAFCCEK	chitin, xylan, peptidoglycan, exo-polysaccharide, chitooligosaccharide, trehalose, host glycan, beta-glucan, glucooligosaccharide, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622843_METAG_LMNNKAIA	chitin, xylan, peptidoglycan, chitooligosaccharide, trehalose, exo-polysaccharide, host glycan, beta-glucan, glucooligosaccharide, pectin, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622842_METAG_ELOJNHCG	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, arabinan, chitooligosaccharide, starch, sucrose, alpha-mannan, cellooligosaccharide, glucosylglycerate, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, lignin, glycogen, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_HBAPHKBN	chitin, xylan, peptidoglycan, exo-polysaccharide, chitooligosaccharide, host glycan, beta-glucan, glucooligosaccharide, lignin, polyphenol, xyloglucan, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622837_METAG_EPMHDJGB	exo-polysaccharide, xylan, peptidoglycan, chitin, trehalose, host glycan, beta-glucan, alpha-glucan, polyphenol, xyloglucan, alpha-galactan, arabinan
TARA_SAMEA2622843_METAG_DAKDFHIO	xylan, trehalose, glucooligosaccharide, polyphenol, arabinan, chitooligosaccharide, cellooligosaccharide, alpha-mannan, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, sialic acid, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, human milk polysaccharide, beta-mannan
TARA_SAMEA2622843_METAG_LAOIAGHO	xylan, trehalose, alpha-glucan, polyphenol, xyloglucan, arabinan, agarose, alginate, starch, sucrose, glucosylglycerate, chitin, peptidoglycan, host glycan, pectin, cephalosporin C, porphyran, sialic acid, exo-polysaccharide, carrageenan, chitosan, beta-glucan, lignin, glycogen, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_IPNHGKMM	xylan, trehalose, glucooligosaccharide, alpha-glucan, polyphenol, xyloglucan, arabinan, chitooligosaccharide, starch, sucrose, cellooligosaccharide, alpha-mannan, glucosylglycerate, chitin, peptidoglycan, host glycan, exo-polysaccharide, beta-glucan, lignin, glycogen
TARA_SAMEA2622843_METAG_DOGLDLEH	exo-polysaccharide, trehalose, chitooligosaccharide, beta-glucan, glucooligosaccharide, lignin, starch, sucrose, alpha-glucan, alpha-galactan, cellooligosaccharide, glycogen, glucosylglycerate, cellulose
TARA_SAMEA2622837_METAG_EFHCFHDK	exo-polysaccharide, chitin, alginate, host glycan, pectin, lignin, beta-galactan, fructan, cellulose, sialic acid
TARA_SAMEA2622843_METAG_OLFFNFGB	chitin, xylan, peptidoglycan, exo-polysaccharide, chitooligosaccharide, trehalose, host glycan, beta-glucan, glucooligosaccharide, lignin, polyphenol, xyloglucan, cephalosporin C, cellooligosaccharide, arabinan, cellulose
TARA_SAMEA2622837_METAG_BEOLKKCE	exo-polysaccharide, chitin, chitooligosaccharide, host glycan, glucooligosaccharide, cellooligosaccharide
TARA_SAMEA2622837_METAG_KBBJICNN	xylan, trehalose, glucooligosaccharide, polyphenol, xyloglucan, arabinan, agarose, chitooligosaccharide, alpha-mannan, cellooligosaccharide, chitin, host glycan, pectin, fructan, ulvan, sialic acid, exo-polysaccharide, beta-galactan, lignin, arabinogalactan protein, cellulose
TARA_SAMEA2622843_METAG_NCDLFJCE	xylan, trehalose, alpha-glucan, alkaloid, polyphenol, alpha-galactan, alginate, starch, sucrose, glucosylglycerate, chitin, peptidoglycan, host glycan, exo-polysaccharide, chitosan, beta-glucan, lignin, glycogen, cellulose
TARA_SAMEA2622837_METAG_POOBDMOF	xylan, trehalose, glucooligosaccharide, alpha-glucan, alkaloid, polyphenol, xyloglucan, arabinan, chitooligosaccharide, starch, sucrose, alpha-mannan, cellooligosaccharide, glucosylglycerate, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, exo-polysaccharide, chitosan, beta-glucan, beta-fucosides, lignin, beta-galactan, human milk polysaccharide, uric acid, glycogen, arabinogalactan protein, cellulose, beta-mannan
TARA_SAMEA2622837_METAG_MNEPLOKD	exo-polysaccharide, chitin, chitooligosaccharide, alginate, host glycan, glucooligosaccharide, lignin, cellooligosaccharide, cellulose
TARA_SAMEA2622843_METAG_JBBGHGAL	xylan, trehalose, alpha-glucan, polyphenol, xyloglucan, arabinan, agarose, starch, sucrose, glucosylglycerate, chitin, peptidoglycan, host glycan, porphyran, exo-polysaccharide, carrageenan, beta-glucan, lignin, human milk polysaccharide, glycogen, arabinogalactan protein
TARA_SAMEA2622837_METAG_DIBDDNCD	exo-polysaccharide, xylan, chitin, chitooligosaccharide, peptidoglycan, host glycan, glucooligosaccharide, pectin, lignin, beta-galactan, fructan, arabinogalactan protein, cephalosporin C, cellooligosaccharide, arabinan, cellulose, sialic acid
TARA_SAMEA2622843_METAG_GFDEHKKO	xylan, trehalose, alpha-glucan, polyphenol, xyloglucan, alpha-galactan, arabinan, starch, sucrose, alpha-mannan, glucosylglycerate, chitin, peptidoglycan, host glycan, beta-glucuronan, pectin, sialic acid, exo-polysaccharide, chitosan, beta-glucan, beta-galactan, glycogen, cellulose, beta-mannan
TARA_SAMEA2621176_METAG_DCJMIKAH	lignin, host glycan, exo-polysaccharide, chitin, peptidoglycan, xylan, trehalose, xyloglucan, polyphenol, beta-glucan, arabinan
TARA_SAMEA2621176_METAG_GIHJDEBP	host glycan, exo-polysaccharide, chitin, beta-mannan, peptidoglycan, xylan, chitooligosaccharide, glucooligosaccharide, cellooligosaccharide, pectin
TARA_SAMEA2621176_METAG_EKLCKMDK	lignin, host glycan, exo-polysaccharide, chitin, peptidoglycan, xylan, xyloglucan, polyphenol, beta-glucan, arabinan
TARA_SAMEA2621176_METAG_LNNLNJLH	lignin, exo-polysaccharide, trehalose, xyloglucan, beta-glucan, chitin, chitooligosaccharide, cellooligosaccharide, glycogen, cellulose, host glycan, alpha-glucan, peptidoglycan, glucosylglycerate, glucooligosaccharide, arabinan, starch, sucrose, xylan, polyphenol
TARA_SAMEA2621155_METAG_DHNNNKED	exo-polysaccharide, fructan, host glycan, chitin
TARA_SAMEA2621155_METAG_JJEAFODF	polyphenol, cellulose, xylan, chitin, lignin, arabinan, trehalose, peptidoglycan, exo-polysaccharide, beta-glucan, starch, chitooligosaccharide, host glycan, cellooligosaccharide, xyloglucan, glucooligosaccharide
TARA_SAMEA2621155_METAG_LDOGOCBG	polyphenol, xylan, arabinan, peptidoglycan, beta-glucan, exo-polysaccharide, host glycan, chitin, xyloglucan
TARA_SAMEA2621155_METAG_NPAOPFHE	polyphenol, agarose, trehalose, alpha-glucan, beta-glucan, starch, chitooligosaccharide, cellooligosaccharide, glycogen, alpha-mannan, lignin, carrageenan, arabinan, host glycan, xyloglucan, peptidoglycan, sialic acid, chitin, sucrose, glucosylglycerate, porphyran, xylan, arabinogalactan protein, pectin, exo-polysaccharide, fructan, beta-galactan, glucooligosaccharide
MALA_SAMN05421706_METAG_CPBAILGB	alkaloid, pectin, polyphenol, cellooligosaccharide, beta-galactan, peptidoglycan, glucooligosaccharide, agarose, cellulose, arabinan, xylan, xyloglucan, exo-polysaccharide, arabinogalactan protein, lignin, chitin, host glycan, beta-glucan, trehalose, porphyran, chitosan, starch, chitooligosaccharide, carrageenan
MALA_SAMN05421706_METAG_CKJAFDPA	alkaloid, glucosylglycerate, uric acid, human milk polysaccharide, pectin, polyphenol, alpha-galactan, beta-galactan, peptidoglycan, beta-glucuronan, sucrose, cellulose, arabinan, xylan, glycogen, beta-fucosides, xyloglucan, exo-polysaccharide, ulvan, lignin, alpha-mannan, chitin, beta-mannan, host glycan, beta-glucan, trehalose, chitosan, alpha-glucan, starch
MALA_SAMN05421706_METAG_CCBNPPJM	alkaloid, glucosylglycerate, uric acid, human milk polysaccharide, polyphenol, cellooligosaccharide, beta-galactan, peptidoglycan, glucooligosaccharide, beta-glucuronan, sucrose, glycolipid, cellulose, arabinan, xylan, glycogen, beta-fucosides, xyloglucan, exo-polysaccharide, arabinogalactan protein, lignin, chitin, beta-mannan, host glycan, beta-glucan, beta-glycan, trehalose, chitosan, alpha-glucan, starch, chitooligosaccharide
MALA_SAMN05421706_METAG_PDNDAHEE	lignin, glucosylglycerate, chitin, cellulose, host glycan, polyphenol, cellooligosaccharide, xylan, alpha-glucan, chitooligosaccharide, glycogen, glucooligosaccharide, peptidoglycan, exo-polysaccharide, starch, sucrose, trehalose
