Genome	CheckM Completeness	CheckM Contamination	# tRNAs (AA)	16S rRNA	GTDB Taxonomy	dRep Species Cluster	station	depth	depth layer	latitude	longitude	size fraction	temperature (°C)	oxygen (µmol/kg)
TARA_SAMEA4397903_METAG_APBLAGJG	92.07	2.93	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__	1565_1	TARA_194	35.0	EPI	73.3275	-168.8142	0.22-3	-0.9878	396.8481
TARA_SAMEA4397903_METAG_NBEIKLOB	91.94	1.9	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	563_1	TARA_194	35.0	EPI	73.3275	-168.8142	0.22-3	-0.9878	396.8481
TARA_SAMEA4397903_METAG_LPFLJANI	90.94	0.57	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__HC6-5;s__	3319_1	TARA_194	35.0	EPI	73.3275	-168.8142	0.22-3	-0.9878	396.8481
TARA_SAMEA4397903_METAG_EKFAFKJL	90.02	0.58	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__AAA536-G10;g__;s__	4674_1	TARA_194	35.0	EPI	73.3275	-168.8142	0.22-3	-0.9878	396.8481
TARA_SAMEA4397903_METAG_FDCNBAGC	94.6	2.82	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-2725285;s__	546_1	TARA_194	35.0	EPI	73.3275	-168.8142	0.22-3	-0.9878	396.8481
TARA_SAMEA4397903_METAG_BMLFBCHI	94.11	0.0	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__	4102_1	TARA_194	35.0	EPI	73.3275	-168.8142	0.22-3	-0.9878	396.8481
TARA_SAMEA4397903_METAG_IGJGCINC	90.36	2.41	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__;s__	5075_1	TARA_194	35.0	EPI	73.3275	-168.8142	0.22-3	-0.9878	396.8481
TARA_SAMEA4397842_METAG_EKIJPONI	98.58	0.26	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp000496475	2632_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_INEHHMKA	98.38	0.11	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ascidiaceihabitans;s__	6226_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_LKCECJEK	96.77	2.23	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__	1565_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_JJGLIADL	94.94	0.6	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA4465;s__UBA4465 sp002470835	3331_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_JKGJCJLE	94.74	0.0	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp000168995	4113_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_DGKKFFBP	90.38	0.3	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__	6203_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_KICLFKGG	97.46	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA8337;s__	4694_0	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_HCDNFEAF	96.45	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__	4138_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_CKDMFFCM	94.26	0.37	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__	1586_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_HHJGFAHJ	95.34	3.56	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-2725285;s__	546_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_OFNOIKAK	95.18	1.2	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__AG-422-B15;g__;s__	5075_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4397842_METAG_OMMPKION	90.72	0.37	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__OM182 sp001438145	632_1	TARA_194	5.0	EPI	73.3833	-168.1333	0.22-3	-0.5853	368.6626
TARA_SAMEA4398009_METAG_OPMNFMGF	98.09	0.21	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ascidiaceihabitans;s__	6226_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_OBIPICFJ	95.0	0.57	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA9320;s__	3311_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_OOMAOPDA	98.54	1.88	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Oceanicoccus;s__Oceanicoccus sp000169075	1528_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_OBLJMAIF	94.77	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__	3776_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_IBOKKEMM	90.68	0.19	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	2942_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_AIEKCAPA	96.2	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__	4138_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_MODGJEKJ	95.53	0.51	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__	6201_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_DIKACLON	94.42	0.84	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__	1571_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_CAOMJLNE	91.99	0.44	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__	4139_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_LEDOCBPK	91.67	1.53	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	563_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_DOCAIFNI	90.12	0.0	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__UBA4465;s__	3331_3	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_JJNFINBJ	99.46	0.0	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__	1460_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_MFADIIAH	97.31	1.08	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	3752_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_GCBFKJME	94.05	0.0	17.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__	3345_3	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_KCOEEOMD	93.01	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__UBA6772;s__	3404_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4398009_METAG_EMPGBFFH	94.97	3.19	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-2725285;s__	546_1	TARA_201	5.0	EPI	74.2987	-85.7806	0.22-3	-1.3299	368.5247
TARA_SAMEA4397983_METAG_CAKBINKG	95.92	3.51	19.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA985;s__	4431_1	TARA_201	441.0	MES	74.305	-85.6552	0.22-3	0.994	233.314
TARA_SAMEA4397983_METAG_DEGCONOP	98.92	0.2	19.0	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__	4138_1	TARA_201	441.0	MES	74.305	-85.6552	0.22-3	0.994	233.314
TARA_SAMEA4397983_METAG_OLBGKPMH	94.04	1.11	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__	6201_1	TARA_201	441.0	MES	74.305	-85.6552	0.22-3	0.994	233.314
TARA_SAMEA4397983_METAG_ILMGEOFM	96.77	0.0	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA3442;s__UBA3442 sp002378565	2473_1	TARA_201	441.0	MES	74.305	-85.6552	0.22-3	0.994	233.314
TARA_SAMEA4397983_METAG_NCGNJONP	96.15	2.56	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__	774_1	TARA_201	441.0	MES	74.305	-85.6552	0.22-3	0.994	233.314
TARA_SAMEA4397983_METAG_NHFCNOHN	92.89	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__	4102_1	TARA_201	441.0	MES	74.305	-85.6552	0.22-3	0.994	233.314
TARA_SAMEA4397983_METAG_NEINHJBB	91.21	1.1	18.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80;s__	3120_1	TARA_201	441.0	MES	74.305	-85.6552	0.22-3	0.994	233.314
TARA_SAMEA4398067_METAG_MBHHKPBM	98.83	0.68	19.0	1.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	2491_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_BMGDKCLP	93.11	3.02	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__	1350_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_KCPPIFMG	97.36	0.37	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ascidiaceihabitans;s__	6226_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_AEFEMGOH	96.6	1.13	18.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA985;s__	4431_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_AODAAFBN	95.39	2.88	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ascidiaceihabitans;s__	6227_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_LLFIOAIO	97.7	1.88	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Oceanicoccus;s__Oceanicoccus sp000169075	1528_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_EOECNMHJ	93.7	2.14	18.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;s__	2365_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_GPCNEGNO	91.36	0.0	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	2328_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_GOLPMMLI	99.19	0.0	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA952;s__	3346_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_KGGLPANE	96.41	0.9	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__	1571_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_KPDKLMCO	95.66	0.0	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__	4138_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_FFCGELPJ	94.81	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__	6203_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_NFMICODN	91.89	0.0	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__	4139_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_DFJLEHDO	91.57	2.85	19.0	0.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__	2942_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_JAKAJNGF	90.67	0.51	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__	6201_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_AJMOKGGI	96.31	2.86	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__	1565_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_KIIJMMBN	96.24	0.54	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__;g__;s__	3752_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_ICOMGCGP	95.0	0.37	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__	1586_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_PPDPDCNN	93.55	0.0	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__	1585_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_OOBLJPHC	90.79	0.0	17.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__	3345_3	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_CBDGHFLB	95.34	2.82	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__GCA-2725285;s__	546_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4398067_METAG_LMDJADJK	91.94	1.08	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625;s__	4038_1	TARA_201	36.0	EPI	74.3386	-85.6208	0.22-3	-0.4093	343.8778
TARA_SAMEA4397472_METAG_AMLOAKEN	94.67	2.37	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	420_0	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_JMMLDJOC	96.63	0.73	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp002340675	1512_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_CJMGHPKL	96.26	0.33	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__	3379_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_DICMEHDC	95.28	0.0	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp002384685	4112_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_LCKKDFDK	92.05	0.1	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3435;s__	1161_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_MIOPGKDA	91.57	0.58	16.0	0.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Pontimonas;s__Pontimonas sp001438965	240_0	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_FANKLAJP	95.06	3.58	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__	467_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_BOAEAJCE	94.55	0.51	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__	3702_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_CDHDNHMC	92.52	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115	3380_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_CFGONHJG	97.58	0.0	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__TMED14;s__TMED14 sp001438205	1409_0	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_AAPDLGBE	95.8	0.54	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	566_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_PLMEHPPN	94.7	0.08	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA10365;s__UBA10365 sp003536295	578_0	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_KKGOKJIE	93.19	2.95	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Reinekea;s__	52_0	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_PEDCECLL	91.75	0.24	19.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA9320;g__UBA9320;s__UBA9320 sp002384205	3343_0	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_ODCNGKGH	91.16	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59;s__	5008_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_IDHEKGGM	98.58	3.55	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__GCA-2402195;s__	2949_0	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397472_METAG_LMGDGBPA	93.83	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__	6233_1	TARA_180	5.0	EPI	74.8023	76.1478	0.22-3	2.5079	357.1649
TARA_SAMEA4397516_METAG_NDKGCCDJ	94.47	0.1	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3435;s__	1161_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_EBBGLPFF	90.38	0.65	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Oleibacter;s__Oleibacter sp002733645	1843_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_NMEMKMMF	98.39	0.0	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__	4138_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_HGGIMKLB	96.58	0.19	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__	3702_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_GEGGKGPC	96.42	1.88	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia aestuarii	1815_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_NBMHCLPA	96.14	0.51	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__	6201_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_LNDPMEGG	94.51	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter_A;s__	6203_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_MAMMIHFL	92.14	0.11	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__	4139_1	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
TARA_SAMEA4397516_METAG_FLFMOOJJ	95.74	0.07	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__	3345_3	TARA_180	30.0	EPI	74.8283	76.2096	0.22-3	-1.5335	356.2239
